iter	RMSE
158	0.1684314835
159	0.1681105794
160	0.1677824316
161	0.1673899405
162	0.1671489281
163	0.1667835235
164	0.1664825877
165	0.1662896499
166	0.1604960904
167	0.1599884615
168	0.159669775
169	0.1592115813
170	0.1589143738
171	0.1559041636
172	0.1557312889
173	0.1554478853
174	0.1549581539
175	0.1546001595
176	0.1542671601
177	0.1538431831
178	0.1535422642
179	0.1529827874
180	0.152296091
181	0.152106346
182	0.1472304017
183	0.1469055496
184	0.1465385297
185	0.1463480897
186	0.1460266931
187	0.1458078082
188	0.1455171822
189	0.1452972154
190	0.1449419279
191	0.1406272783
192	0.1404811306
193	0.139907039
194	0.1397412457
195	0.1396024977
196	0.1353580167
197	0.135116759
198	0.1332393291
199	0.1330583142
200	0.1329251639
201	0.1325103417
202	0.1322157947
203	0.1319596868
204	0.1316699482
205	0.1311854452
206	0.1309381929
207	0.1307512324
208	0.1304891269
209	0.1302737481
210	0.1300452982
211	0.1297375959
212	0.1296186884
213	0.1294169606
214	0.1291127299
215	0.1254267402
216	0.125118909
217	0.1247876453
218	0.1243733388
219	0.124156459
220	0.1239883992
221	0.1236551297
222	0.1203505549
223	0.1201227324
224	0.1197461349
225	0.1193253159
226	0.1190938012
227	0.1188193929
228	0.1185162586
229	0.115415173
230	0.1151516394
231	0.1148229187
232	0.1147266578
233	0.1145634515
234	0.1144090482
235	0.1142269818
236	0.1139617596
237	0.1137379552
238	0.1135436866
239	0.113337521
240	0.1131819831
241	0.1127193928
242	0.1125197598
243	0.1122763206
244	0.1121098927
245	0.1093251748
246	0.1090866567
247	0.1089224052
248	0.1087368771
249	0.1086079189
250	0.1083493444
251	0.1082214381
252	0.1080673669
253	0.1078666742
254	0.1050692842
255	0.1049176911
256	0.104772881
257	0.1046390539
258	0.1045072173
259	0.1043275671
260	0.1042187024
261	0.1040193222
262	0.1038555846
263	0.1035751612
264	0.1034086882
265	0.1010645332
266	0.1009198918
267	0.1007687847
268	0.1006338009
269	0.1005232466
270	0.1004293212
271	0.1003331806
272	0.1000213481
273	0.0999525888
274	0.09980687696
275	0.09873312743
276	0.09852220542
277	0.09841396325
278	0.09831858161
279	0.09821677427
280	0.09797366103
281	0.09785308824
282	0.09772951701
283	0.09760999305
284	0.09749489145
285	0.0954400175
286	0.09533423604
287	0.09513689346
288	0.09500003481
289	0.09489243251
290	0.09312337228
291	0.09300065692
292	0.0928954141
293	0.09276477115
294	0.09256515489
295	0.09252385245
296	0.09231966678
297	0.09219277597
298	0.09210494218
299	0.09196267229
300	0.09180835904
301	0.0917153213
302	0.09092730392
303	0.09086518132
304	0.09083062449
305	0.09072542557
306	0.09060149115
307	0.09054549642
308	0.08897816669
309	0.08879846527
310	0.08867785292
311	0.08860665349
312	0.08855180388
313	0.08850437285
314	0.08838212294
315	0.08826998108
316	0.08815372555
317	0.08806226358
318	0.08795505202
319	0.08727390311
320	0.087057456
321	0.08487769529
322	0.08479418244
323	0.08469837801
324	0.08465972436
325	0.08461235808
326	0.08455378142
327	0.08448237576
328	0.08438486186
329	0.08430239874
330	0.08425991878
331	0.08414493883
332	0.08403654198
333	0.08396855672
334	0.08384633246
335	0.08353939284
336	0.08342821906
337	0.08330219036
338	0.0832442357
339	0.08319288147
340	0.08301338277
341	0.08296345946
342	0.08180540068
343	0.0816952344
344	0.08163245681
345	0.08158530084
346	0.081455245
347	0.08135467642
348	0.08123586475
349	0.08115037694
350	0.08103321649
351	0.08095583455
352	0.0808966892
353	0.08083521247
354	0.0806447425
355	0.08055843866
356	0.08049836389
357	0.08042925729
358	0.08035762728
359	0.08030942758
360	0.08024463953
361	0.08019547341
362	0.08011972377
363	0.08003834539
364	0.07994372042
365	0.07990522574
366	0.07971806041
367	0.07967460458
368	0.07959106656
369	0.07950563562
370	0.07946268421
371	0.07940386281
372	0.07934129669
373	0.07926440721
374	0.07915642132
375	0.07909272774
376	0.07905535227
377	0.07900328882
378	0.0779949905
379	0.0779370486
380	0.07785260123
381	0.07779016779
382	0.07773353783
383	0.07766012219
384	0.07763795802
385	0.07756962558
386	0.07749514823
387	0.07744089535
388	0.07738576037
389	0.07732813644
390	0.07725842637
391	0.07720524062
392	0.07716658019
393	0.07704318825
394	0.07698150225
395	0.0769387352
396	0.07691772515
397	0.07683366832
398	0.07678934878
399	0.07673243289
400	0.07665362999
401	0.07661725427
402	0.07657570044
403	0.07642399573
404	0.07639297455
405	0.07633728733
406	0.07628997835
407	0.07624497316
408	0.07622502495
409	0.07614032901
410	0.07610371172
411	0.0747430966
412	0.0746908801
413	0.07464779407
414	0.07457745927
415	0.07450916461
416	0.07446552746
417	0.07444090527
418	0.07435582985
419	0.07429606614
420	0.07424370712
421	0.07414474629
422	0.07410911876
423	0.07406555503
424	0.07404600695
425	0.07402875852
426	0.073963659
427	0.07392883426
428	0.07387826459
429	0.07381846593
430	0.07375486721
431	0.07372292364
432	0.07368543281
433	0.0736404824
434	0.07360087081
435	0.07356427447
436	0.07353367159
437	0.07349056245
438	0.07343627068
439	0.07340502614
440	0.07336987567
441	0.07333308385
442	0.07326572133
443	0.07324805518
444	0.0732120256
445	0.07316225577
446	0.07311791768
447	0.07308295511
448	0.07302574252
449	0.07299500726
450	0.07296622348
451	0.0729273875
452	0.07287208045
453	0.07163230891
454	0.07158976224
455	0.0715586243
456	0.07153158205
457	0.07149185361
458	0.07146922764
459	0.07144018026
460	0.07140603289
461	0.0713708225
462	0.07133543275
463	0.07131970983
464	0.07129339174
465	0.07117203595
466	0.07111690557
467	0.07107603927
468	0.07102662545
469	0.07098376923
470	0.07095386294
471	0.07093200512
472	0.07091280532
473	0.07087971626
474	0.07085884889
475	0.07079561733
476	0.07076737663
477	0.07073407252
478	0.07069818156
479	0.07064288491
480	0.07061168216
481	0.07058001781
482	0.0705537963
483	0.0705306301
484	0.07051500494
485	0.07049272763
486	0.07048187092
487	0.0704590698
488	0.07042796211
489	0.07041252904
490	0.07039801431
491	0.07036085122
492	0.07031675913
493	0.07028681673
494	0.07025063597
495	0.07023636937
496	0.07021739893
497	0.07020359443
498	0.0701806176
499	0.07013415132
500	0.07011000862
501	0.07009900529
502	0.07007610114
503	0.06932407608
504	0.069304764
505	0.0692915937
506	0.06925833187
507	0.06924587044
508	0.06919958589
509	0.0691722301
510	0.06915370445
511	0.06912894163
512	0.06910935812
513	0.06907954406
514	0.0690550377
515	0.06904332798
516	0.06903325071
517	0.06901622962
518	0.06898894483
519	0.06897171549
520	0.06896112064
521	0.06892511941
522	0.06890815572
523	0.06888145001
524	0.0687932938
525	0.06876439269
526	0.06874518626
527	0.06871229985
528	0.06870709859
529	0.06869132638
530	0.06867521522
531	0.06866302895
532	0.06862746204
533	0.06860414
534	0.06857838619
535	0.06855589529
536	0.06852652877
537	0.06851103904
538	0.06849653142
539	0.06838752248
540	0.06833646895
541	0.06831015084
542	0.06827419411
543	0.06825111893
544	0.06822818047
545	0.06821685519
546	0.06820617258
547	0.06797798743
548	0.06797391227
549	0.06794773057
550	0.06791014487
551	0.06731853592
552	0.06730796827
553	0.06728889188
554	0.06727177837
555	0.06724429162
556	0.06719607164
557	0.06715150586
558	0.06714122545
559	0.06713155745
560	0.06711324945
561	0.06702715434
562	0.06699711545
563	0.06697882356
564	0.06696219811
565	0.0669464144
566	0.06693478383
567	0.06692465624
568	0.066909709
569	0.06689315294
570	0.06671591027
571	0.06669716973
572	0.06667910061
573	0.06665158756
574	0.06630700208
575	0.06628145517
576	0.06626822577
577	0.06623460532
578	0.06622517568
579	0.06620167151
580	0.06618650235
581	0.06617903771
582	0.06616999084
583	0.06614774148
584	0.06611505185
585	0.06610965878
586	0.06607498143
587	0.06605691786
588	0.06604908592
589	0.06601993933
590	0.06599907389
591	0.06598343232
592	0.06596743679
593	0.06588005261
594	0.06586716038
595	0.06586062046
596	0.06584333071
597	0.06583306182
598	0.06582464672
599	0.06581103672
600	0.06579351782
601	0.06577992337
602	0.06575360435
603	0.06561151036
604	0.06559427775
605	0.06557952418
606	0.06556815426
607	0.06554560024
608	0.06552935423
609	0.06551681096
610	0.06550862165
611	0.06549792695
612	0.06548360013
613	0.06532052388
614	0.06525813506
615	0.06524477703
616	0.0651691798
617	0.06512841069
618	0.06510575744
619	0.06509747554
620	0.06506047922
621	0.06504006055
622	0.06501597506
623	0.06497551919
624	0.06492956726
625	0.06491629084
626	0.06489264
627	0.06485212121
628	0.06482790438
629	0.06481256318
630	0.06480198457
631	0.06480052664
632	0.06478921859
633	0.06476739512
634	0.06468121042
635	0.06446297714
636	0.06443202646
637	0.06420032459
638	0.06418777774
639	0.06416752626
640	0.06415774959
641	0.0641377693
642	0.06411746374
643	0.0640980211
644	0.06407433648
645	0.06405852657
646	0.06403812265
647	0.06402458183
648	0.06399258288
649	0.06398545313
650	0.06396315387
651	0.06394346268
652	0.06389733215
653	0.06388760846
654	0.06387496005
655	0.06385592711
656	0.06383834136
657	0.06382840336
658	0.0638202038
659	0.06381150557
660	0.06379878976
661	0.06378949559
662	0.0637698371
663	0.06374167932
664	0.06373560787
665	0.06371984092
666	0.0637078686
667	0.06369903745
668	0.06369067069
669	0.06367639587
670	0.06364022322
671	0.06363619239
672	0.06363050388
673	0.06304522698
674	0.06303496488
675	0.06302160591
676	0.06301442967
677	0.06300234084
678	0.06299487166
679	0.06298610754
680	0.06297247106
681	0.06295827376
682	0.06295543675
683	0.06294049027
684	0.06292206189
685	0.06291583737
686	0.06289903316
687	0.06289368825
688	0.06288199038
689	0.06284886435
690	0.06283174091
691	0.06282630893
692	0.062822454
693	0.06281089113
694	0.06280362756
695	0.06279110898
696	0.06277872101
697	0.06277377756
698	0.06275260174
699	0.06274672512
700	0.06273894542
701	0.062726674
702	0.0625519276
703	0.06254558961
704	0.06253536333
705	0.06251123862
706	0.06250027514
707	0.06249065867
708	0.06248147734
709	0.06246176409
710	0.0624548674
711	0.06245379636
712	0.06242686066
713	0.06242189157
714	0.06241469742
715	0.06240873219
716	0.06177547609
717	0.0617641755
718	0.06174821274
719	0.06172649113
720	0.06169459254
721	0.06168579251
722	0.06167686962
723	0.06165899181
724	0.06164508805
725	0.06163954761
726	0.06163082937
727	0.06161356418
728	0.06160827667
729	0.06160110934
730	0.06159145617
731	0.06158354992
732	0.06157269653
733	0.06155987131
734	0.06154780686
735	0.06153130943
736	0.06152495408
737	0.06143160858
738	0.06142551405
739	0.06141039428
740	0.06140680746
741	0.06140339222
742	0.0614023572
743	0.06139508843
744	0.06138718841
745	0.06137877971
746	0.06100199616
747	0.06095771771
748	0.06094371926
749	0.06093560045
750	0.06092972956
751	0.06092651375
752	0.06091937046
753	0.06090705558
754	0.06089978266
755	0.06089210714
756	0.06086457787
757	0.06085479919
758	0.06085083872
759	0.06084359081
760	0.06083121732
761	0.06082632591
762	0.0608150772
763	0.06080561856
764	0.0607692867
765	0.06075063358
766	0.06074288685
767	0.06073806299
768	0.06073538288
769	0.06072989033
770	0.06072151775
771	0.06071175206
772	0.06070615478
773	0.06069941898
774	0.0606900228
775	0.06068577673
776	0.06067986576
777	0.06067449671
778	0.06066951528
779	0.06066131868
780	0.06065428737
781	0.06057659039
782	0.06057167372
783	0.06056793869
784	0.06056116915
785	0.06055405803
786	0.06054846322
787	0.06054140409
788	0.06053291178
789	0.0605258816
790	0.06051872343
791	0.06051203003
792	0.06050149485
793	0.06049507854
794	0.06048445423
795	0.06043435597
796	0.06042710862
797	0.06041963524
798	0.06041491215
799	0.06041040365
800	0.06040425326
801	0.06005758919
802	0.06005293365
803	0.06005008892
804	0.06004449869
805	0.06002512506
806	0.06002353653
807	0.06001798538
808	0.06000901285
809	0.05999381301
810	0.05998833366
811	0.05997159775
812	0.05996299522
813	0.05995738269
814	0.05995138443
815	0.05993398684
816	0.0599278539
817	0.0596627876
818	0.0596529096
819	0.05964751739
820	0.05963819463
821	0.05963409529
822	0.05962954182
823	0.05944972203
824	0.0594339803
825	0.05942957952
826	0.05942013597
827	0.05941323676
828	0.05940618302
829	0.05932325399
830	0.05931891071
831	0.05931552696
832	0.05927960914
833	0.05927479682
834	0.0592667865
835	0.05926046479
836	0.05925894533
837	0.05877565853
838	0.0587600283
839	0.05875230874
840	0.05822215566
841	0.05821699443
842	0.05821247484
843	0.0582082284
844	0.05820253923
845	0.05819520223
846	0.05819093868
847	0.05817749471
848	0.05817020962
849	0.05816535307
850	0.05815832538
851	0.05814039254
852	0.0581359535
853	0.0581318242
854	0.05812012637
855	0.05811553353
856	0.05810800161
857	0.0580925045
858	0.0580865116
859	0.05808078652
860	0.05807613065
861	0.05805191079
862	0.05804554456
863	0.05804167769
864	0.05803590177
865	0.05803349055
866	0.05803006554
867	0.05802206626
868	0.05801197872
869	0.05800476016
870	0.05800195445
871	0.05799767947
872	0.05799359934
873	0.05797044682
874	0.05794184142
875	0.05793785541
876	0.05793618473
877	0.05793237965
878	0.0579182103
879	0.05791554369
880	0.0579104679
881	0.05790210015
882	0.05789446525
883	0.05788881246
884	0.05788352327
885	0.05787856975
886	0.0578732438
887	0.05785495649
888	0.05785161515
889	0.05784964519
890	0.0576905022
891	0.05768684256
892	0.05768326446
893	0.05766844275
894	0.0576605554
895	0.05724276287
896	0.05723568152
897	0.05723137276
898	0.05718706664
899	0.05718040172
900	0.05717404315
901	0.05717125354
902	0.05715848958
903	0.05715382206
904	0.05709399003
905	0.05709037944
906	0.05706162123
907	0.05705891511
908	0.05705646267
909	0.05705260074
910	0.05704835162
911	0.05704523332
912	0.05703849824
913	0.05700440049
914	0.05699858557
915	0.05697364212
916	0.05697008537
917	0.05696226092
918	0.05695838809
919	0.05694423223
920	0.05694023676
921	0.05693737108
922	0.05693404899
923	0.05693173967
924	0.05692810647
925	0.05692301261
926	0.05691748747
927	0.0569112943
928	0.0569066962
929	0.05690206468
930	0.0568989685
931	0.05689396705
932	0.05688854582
933	0.05687833626
934	0.05673180489
935	0.05672410713
936	0.05671838337
937	0.05671446048
938	0.05671042369
939	0.05670630882
940	0.05668947232
941	0.05668547071
942	0.05667925676
943	0.05667606427
944	0.0566570143
945	0.05661690226
946	0.05661468289
947	0.05660134919
948	0.0565949059
949	0.05656123054
950	0.05655654726
951	0.05655079681
952	0.05654416918
953	0.05653413293
954	0.05650553487
955	0.0564937886
956	0.05648769387
957	0.05648544706
958	0.05648300354
959	0.05646488237
960	0.05646210035
961	0.05645901614
962	0.05645029463
963	0.05629062156
964	0.05607602617
965	0.05606809221
966	0.05606474444
967	0.05605317924
968	0.05605050836
969	0.05604786127
970	0.05604404648
971	0.0560330186
972	0.05603018552
973	0.05602763921
974	0.05602236435
975	0.05601540531
976	0.0559867214
977	0.05598120937
978	0.05595329007
979	0.05594126921
980	0.05519631906
981	0.05519182401
982	0.05518556552
983	0.05518228123
984	0.05498562107
985	0.05498334826
986	0.05497756428
987	0.05496126229
988	0.05495814957
989	0.05495424252
990	0.05494764914
991	0.05494586615
992	0.05493565316
993	0.05465175808
994	0.05464602439
995	0.05463740231
996	0.05462212889
997	0.05461261343
998	0.0546071666
999	0.05460459309
